id_transacao,id_cliente,valor,data_transacao
97371823,285,31.89,2024-12-20
35123317,285,101.53,2024-11-14
24373850,285,40.27,2025-02-15
38888457,286,189.84,2025-03-12
55922607,287,38.14,2024-10-15
67059684,287,182.06,2024-12-16
70874243,287,110.6,2024-12-11
73730101,287,43.71,2025-01-28
8526849,287,100.64,2025-02-05
87396942,287,98.61,2024-07-14
81360034,287,101.98,2025-06-18
24467411,287,105.46,2025-04-24
6135579,288,34.95,2024-05-24
35479903,288,197.56,2025-02-02
22869495,288,90.82,2024-06-11
72773142,288,68.51,2024-05-31
83565397,288,181.87,2025-01-31
99028808,288,159.88,2025-05-06
94732653,289,42.54,2025-06-16
59168203,289,91.48,2024-12-22
70661113,289,31.68,2024-11-24
83604124,289,18.36,2024-12-22
11019603,289,127.74,2025-06-08
92381332,289,27.12,2024-11-04
70254941,289,14.92,2024-11-30
69979695,290,85.68,2025-03-23
58534874,290,100.08,2025-03-25
87249871,290,179.93,2025-01-09
70543645,290,165.2,2025-03-02
86788549,290,197.94,2025-02-14
29983436,291,42.53,2024-03-25
57592234,291,89.74,2024-06-28
51693041,291,153.37,2025-01-19
13220888,291,36.98,2024-03-14
57104012,291,56.09,2024-12-30
41340100,291,71.95,2025-05-06
50731020,291,150.19,2025-01-30
32187693,291,187.68,2025-02-27
85976238,291,133.68,2024-05-04
36258904,291,38.11,2024-09-02
49846984,292,16.59,2024-07-15
40024123,292,49.91,2024-12-11
90124767,292,86.23,2024-05-01
25062065,292,16.11,2024-12-08
21794820,292,23.19,2024-11-12
37277354,292,144.86,2025-02-06
91835758,292,65.1,2024-12-03
57210186,292,98.69,2023-11-30
11255562,293,133.94,2025-06-23
5414798,293,59.38,2025-06-23
21868849,293,187.73,2025-06-23
23271809,293,165.88,2025-06-23
58059536,293,105.59,2025-06-23
1195187,294,10.65,2024-05-28
27500944,294,89.85,2024-09-24
34191385,294,90.7,2024-06-05
9553997,295,60.15,2025-01-02
50628216,295,178.82,2025-05-03
8588136,295,192.67,2025-06-11
65888942,295,101.68,2025-06-19
36993476,295,85.98,2024-09-25
65322999,295,85.48,2025-04-11
23700249,295,80.26,2024-08-10
10086924,295,169.58,2024-03-19
520656,295,30.5,2025-05-07
65250354,295,71.71,2023-10-03
91048159,296,21.31,2025-03-16
12209795,297,17.0,2025-04-19
69371151,297,52.06,2025-05-13
62250415,297,191.79,2025-03-20
21032106,297,186.59,2025-05-25
50727901,297,58.01,2025-03-28
2816582,297,43.76,2025-03-06
29301253,297,190.24,2025-06-13
11097837,298,77.26,2024-12-22
89733566,298,26.46,2024-12-01
62234249,298,179.53,2025-01-30
30330857,298,11.69,2024-02-17
29183173,298,75.63,2025-02-02
78724481,299,13.39,2025-05-09
51414382,300,42.67,2024-12-26
58102503,300,102.02,2024-12-12
78135051,300,170.14,2024-10-29
13828854,301,171.53,2024-09-06
92499249,301,19.78,2024-11-04
42903795,301,29.68,2024-05-06
73621411,301,90.21,2024-07-28
35840705,301,105.6,2024-11-25
96864594,301,88.1,2025-03-02
60124428,301,80.02,2024-07-26
68765554,301,84.79,2024-09-18
61411755,301,52.22,2024-11-05
42637848,301,22.72,2025-05-19
49568258,302,143.1,2024-12-14
68879820,302,149.37,2024-05-03
63547356,302,147.69,2025-01-25
69465016,302,125.03,2023-08-09
40198558,302,129.74,2023-12-29
18233102,302,149.27,2024-03-25
50331006,302,193.72,2023-06-25
9154513,302,110.4,2024-04-07
63776992,302,176.63,2025-01-16
72742628,303,157.18,2025-06-18
6561889,303,66.38,2024-10-06
40275160,303,79.87,2024-08-26
89516895,304,94.49,2025-04-19
64226710,304,183.72,2025-05-16
69560993,305,18.86,2025-03-01
7068833,305,187.39,2025-05-13
28701973,305,192.06,2025-01-01
26168004,305,78.95,2025-05-19
4330087,306,158.91,2025-01-17
59225598,306,24.14,2025-05-31
75450235,306,38.67,2025-04-08
16379347,306,111.13,2025-03-17
98540632,307,197.79,2025-01-16
58600047,307,86.49,2025-06-15
17294867,307,10.11,2025-01-22
78853670,307,63.88,2025-01-09
59309111,308,30.79,2025-06-18
64635905,308,106.48,2025-03-29
95238298,308,112.24,2025-03-01
96513615,308,17.56,2025-04-29
79641528,308,130.48,2025-03-14
35492506,308,177.95,2025-03-24
82462660,309,198.69,2025-06-21
92890378,309,19.96,2025-05-20
15946047,310,88.77,2025-03-19
36038901,310,107.63,2025-06-23
14948652,310,182.44,2025-06-06
7208992,310,109.51,2025-05-28
99348176,310,86.97,2025-05-07
91355097,310,130.2,2025-05-24
47301232,311,175.49,2025-06-08
30190037,311,11.24,2025-06-19
44153283,311,107.28,2025-06-10
16814834,311,82.06,2025-06-06
4410944,311,96.63,2025-06-21
23397714,311,147.68,2025-06-09
17182959,311,17.47,2025-06-23
7421354,311,24.11,2025-06-19
30153440,311,168.0,2025-06-11
98628184,312,57.97,2024-09-20
4054453,312,103.76,2025-03-12
25183122,312,157.55,2024-11-18
27736683,312,126.47,2024-08-07
74516377,312,36.35,2024-01-19
1255197,312,187.52,2024-01-12
63157321,312,73.63,2025-04-30
46456873,312,113.8,2024-08-06
63929826,312,41.82,2025-02-06
15029786,312,92.31,2025-02-10
40208060,313,84.84,2025-04-13
32286042,313,171.59,2025-03-07
40560769,313,15.1,2025-06-06
34578776,313,97.54,2025-02-12
72365610,313,103.9,2025-03-09
25963540,314,91.04,2024-07-21
73216694,314,20.17,2024-09-13
43860439,314,10.77,2025-03-04
52802130,315,174.39,2025-06-13
2869702,315,11.73,2024-08-30
73526803,315,152.24,2023-08-18
48926506,315,96.71,2024-07-21
46149920,315,45.09,2025-03-16
23214644,316,48.63,2025-01-30
80825076,316,23.66,2024-11-03
20354681,316,163.23,2025-02-27
72696680,316,170.74,2025-06-13
17788489,316,56.97,2025-04-04
72413434,316,151.25,2024-12-16
56742613,316,174.52,2025-03-26
36605702,316,51.5,2025-01-09
95822551,317,165.24,2024-12-30
50144167,317,45.07,2025-05-01
94867487,317,65.68,2024-08-01
36177575,317,121.92,2025-01-25
6893496,317,100.95,2024-09-19
56347230,317,63.76,2024-12-09
38777656,317,183.71,2024-07-26
91147772,318,194.27,2024-07-31
55849140,318,139.17,2024-09-10
44963311,319,57.33,2025-06-05
37956186,319,118.34,2024-08-01
40941463,319,43.24,2024-07-10
49059385,319,168.49,2025-03-31
2487413,319,184.65,2024-10-15
89660421,319,177.86,2024-11-19
91415938,319,42.15,2025-01-17
99291260,319,98.35,2025-02-27
58223114,319,98.77,2024-08-08
24864355,319,164.05,2024-10-21
39703735,320,37.28,2025-01-23
73706439,320,14.09,2025-03-21
66629319,320,66.72,2024-12-30
17754699,320,88.96,2025-03-10
20027410,320,67.5,2025-04-04
71691868,321,118.39,2025-06-23
63890102,321,194.55,2025-01-07
7545294,321,92.42,2024-09-26
3169727,321,73.53,2025-06-08
89074418,321,39.36,2024-02-13
49420648,321,65.71,2024-10-06
62910935,321,185.56,2024-05-23
68182361,321,72.63,2024-06-02
41333266,322,91.21,2025-01-10
95498048,322,152.89,2024-10-05
74151714,322,136.53,2024-11-24
29994659,322,73.05,2024-10-08
12828542,322,59.18,2024-10-20
72109952,322,131.43,2024-12-28
95907732,322,160.85,2025-02-08
77929239,322,47.57,2025-06-19
869858,323,152.09,2025-02-05
67983038,323,163.22,2025-01-21
66976144,323,170.23,2025-03-30
34485122,323,13.05,2025-05-02
52173089,323,184.48,2025-06-21
52487953,323,137.46,2024-12-27
2679965,323,15.68,2024-12-07
74187473,323,142.12,2024-11-28
97758305,324,172.29,2024-08-31
22675335,324,28.91,2024-11-20
63977749,324,11.65,2024-12-28
58554941,324,190.1,2024-11-26
77671586,324,70.85,2024-10-07
51820234,324,16.01,2024-08-16
53776349,324,172.76,2024-11-02
42770915,324,132.57,2025-03-19
24462730,324,50.62,2024-12-23
35865061,324,81.79,2024-08-13
70397058,325,155.78,2024-07-13
45540557,325,127.09,2025-06-01
27199646,325,128.45,2024-12-17
80592251,325,13.4,2024-04-02
76992119,325,190.95,2024-08-16
35283296,325,76.14,2024-10-27
55412455,325,188.76,2024-06-08
17101594,325,133.84,2025-05-07
84911789,326,103.49,2025-01-12
14572560,327,194.02,2024-08-15
56489988,327,41.03,2025-02-15
2310122,327,113.69,2025-02-19
29492903,327,37.98,2024-08-18
98076571,327,75.43,2025-04-03
40221187,327,35.01,2024-10-03
51868638,327,171.37,2024-11-11
85306242,327,106.08,2025-02-15
32533195,327,174.46,2024-07-18
64029022,327,159.57,2025-02-06
76365634,328,152.37,2024-03-31
3765230,328,164.17,2025-05-07
67800682,329,57.35,2024-12-11
56156928,329,115.49,2024-10-28
9935628,329,50.63,2024-12-29
87042996,329,179.28,2025-02-11
61184604,329,105.12,2024-05-26
6621718,329,195.64,2024-01-08
38258337,329,142.53,2025-03-12
40566121,329,115.69,2024-01-05
17209350,329,174.21,2025-03-31
31024861,330,170.28,2025-06-11
22691375,330,94.61,2025-06-11
31295251,330,145.36,2025-05-14
6135087,330,54.25,2025-06-16
81189336,330,74.79,2025-05-04
230434,330,168.82,2025-05-05
53786109,330,121.19,2025-04-26
11060981,330,28.16,2025-06-17
97878583,331,164.99,2025-03-13
41203580,331,105.57,2024-12-15
21497707,332,105.96,2025-05-04
75722516,332,12.84,2025-02-11
92881727,332,67.23,2025-01-23
80976003,332,179.83,2025-03-14
201508,332,35.91,2025-05-15
12676225,332,93.02,2025-04-30
43175624,332,169.83,2025-04-15
92533073,332,18.37,2025-05-07
90664169,332,63.58,2025-01-08
95939283,332,73.71,2025-04-16
19034834,333,110.7,2025-06-03
68781129,333,185.74,2024-01-04
42837879,333,111.45,2024-03-27
4161859,334,68.94,2024-03-06
87538160,334,125.55,2024-07-20
53202688,334,29.0,2025-01-05
73152772,334,93.09,2024-11-20
62908,334,79.02,2025-01-04
16916445,334,75.94,2025-02-18
3280963,335,156.92,2025-04-26
40706391,335,131.04,2025-06-05
72009218,335,88.31,2025-06-06
14171034,335,65.55,2025-05-12
28799387,336,59.2,2024-10-04
41009109,337,79.48,2025-05-21
76727623,337,162.43,2025-04-21
76369368,337,149.97,2025-03-04
69945301,337,181.98,2025-06-05
49392504,337,180.47,2025-04-27
29678804,337,48.6,2025-06-20
90913487,337,45.18,2025-03-30
41343263,337,27.88,2025-05-11
46543728,338,194.02,2025-03-06
94718417,339,191.95,2023-10-03
19027338,339,162.82,2024-10-01
16686494,339,31.44,2024-07-08
36996479,339,63.28,2023-11-22
15145033,339,90.44,2024-03-28
10086888,339,18.28,2024-10-03
3795024,339,120.73,2024-03-19
71035070,340,69.27,2025-05-30
34928204,340,22.8,2025-06-16
46704893,340,134.79,2025-02-13
13745544,340,175.33,2025-04-03
45222863,340,136.81,2025-05-25
35377003,340,133.45,2025-04-04
67438260,340,13.38,2025-06-01
94380457,340,175.81,2025-03-14
39989561,340,87.76,2025-04-10
23344465,341,50.75,2024-07-30
89235519,341,177.28,2025-03-16
75085771,341,11.73,2024-07-15
51878758,341,97.05,2025-06-01
79660424,341,102.18,2024-03-21
42458745,341,78.33,2024-07-15
35031102,341,88.87,2024-10-07
15673002,341,165.49,2024-12-10
66034704,342,162.35,2024-09-26
65618867,342,28.29,2025-04-28
44412436,342,153.66,2023-07-17
90609504,342,179.48,2023-08-16
41343566,342,192.4,2024-02-14
34650964,342,24.97,2024-10-17
46863872,343,162.43,2025-04-30
57616669,343,74.26,2025-04-10
36300192,343,59.3,2024-06-03
70110588,343,87.28,2024-10-30
26880005,343,175.92,2025-06-15
39919091,343,77.37,2024-10-25
98372305,343,40.43,2024-11-28
38291184,344,21.51,2024-08-13
17587503,344,191.89,2023-09-21
84551346,344,139.18,2025-06-01
10429923,344,20.44,2025-04-30
19097304,344,191.35,2024-10-07
47945282,344,112.11,2025-02-23
98529624,344,48.81,2024-08-08
73839722,344,173.6,2023-10-18
48712222,344,63.1,2024-12-03
33503666,344,183.82,2025-04-08
95203978,345,55.74,2024-08-24
92865213,345,29.41,2025-02-28
60810684,345,66.7,2025-03-14
91810908,345,157.48,2025-05-26
89356130,345,126.28,2025-03-08
74519951,345,180.54,2024-12-10
81499479,346,112.43,2025-01-21
65418645,346,169.02,2024-05-01
64939111,346,122.35,2025-01-23
99262326,346,197.18,2024-01-19
62921980,346,61.5,2025-06-08
28031505,346,78.27,2023-08-21
53173110,346,165.17,2024-10-18
71081880,346,174.45,2025-06-16
60548735,346,167.49,2024-11-11
67487085,346,102.63,2025-01-21
28664420,347,166.18,2024-09-22
40471475,348,58.35,2025-04-11
66024604,348,37.58,2025-06-23
85437691,348,20.46,2025-06-04
11933880,348,21.38,2025-01-22
89509962,348,18.5,2025-06-04
41813265,348,56.62,2025-06-05
13412096,348,75.75,2025-05-01
47599168,348,35.87,2025-02-18
15201470,348,55.18,2025-02-18
33439005,349,54.32,2025-06-05
90521571,349,117.31,2025-06-14
79230351,349,161.17,2025-06-12
98776716,349,124.01,2025-05-25
9858316,350,178.01,2024-12-20
2807970,350,60.54,2024-01-16
63250229,350,31.76,2025-05-13
19969906,350,179.33,2024-07-12
90476176,350,21.67,2023-12-26
84468399,351,92.84,2025-06-12
11551634,352,24.4,2025-06-21
38652858,352,168.88,2024-05-09
31359355,352,17.68,2024-09-01
42873653,352,173.6,2025-01-06
67455404,352,146.02,2025-05-23
60663088,352,147.42,2024-06-19
44407731,353,181.67,2025-06-20
17340991,353,58.86,2025-06-19
11946270,353,117.0,2025-06-19
81226548,353,106.65,2025-06-14
92668828,353,23.67,2025-06-21
46116455,353,133.59,2025-06-21
8122658,353,98.7,2025-06-15
82767261,353,65.35,2025-06-17
13798547,353,151.99,2025-06-22
28639118,354,198.68,2025-06-04
35636500,354,71.69,2025-02-19
36992456,354,60.49,2025-05-14
93571918,354,93.54,2025-04-26
96608635,354,84.23,2024-12-25
49384054,354,29.63,2024-11-23
6065552,354,142.52,2025-02-03
26889686,355,150.12,2025-04-12
92752603,356,119.02,2024-10-29
97429250,356,61.63,2025-01-24
13046941,356,171.02,2024-09-30
40389626,356,181.24,2025-05-29
57011885,356,30.63,2025-06-06
91139358,356,160.89,2024-11-06
81970723,356,15.48,2024-08-31
681152,356,55.22,2025-06-05
89756073,356,86.91,2024-08-18
51403345,357,81.9,2025-06-05
51462600,357,125.52,2025-02-02
59769104,357,30.57,2025-01-29
57714594,357,79.93,2025-03-31
50360622,358,190.47,2024-09-11
8489303,358,162.05,2024-08-19
5062604,358,66.88,2024-07-21
51709912,358,85.42,2024-11-03
22122685,358,136.83,2025-06-17
43179963,358,10.92,2024-12-05
85660731,358,87.35,2025-02-18
72738405,358,25.98,2024-10-16
92766911,358,134.55,2024-10-10
39608614,358,125.48,2024-08-12
51156540,359,56.11,2025-01-04
95116235,359,56.18,2025-04-15
85997176,359,80.48,2025-04-21
59717847,359,72.78,2025-03-01
92929297,359,18.03,2024-05-31
77868057,360,119.33,2023-12-11
10358819,360,48.23,2025-02-07
65914769,360,155.28,2023-11-09
43135494,360,21.88,2024-09-06
65236733,360,50.61,2023-12-23
55756348,360,172.63,2024-08-17
22908505,360,138.62,2025-05-13
62995087,360,161.69,2024-06-25
10539269,360,25.67,2023-10-19
74209961,360,106.56,2024-10-04
14615144,361,33.47,2025-02-14
96233112,362,54.46,2025-03-02
4972401,363,44.82,2025-04-04
636295,363,92.2,2024-07-27
63924078,363,55.52,2024-06-09
18563316,363,129.03,2024-04-28
58454603,364,197.92,2025-05-16
82001745,364,52.82,2025-05-30
16002580,364,138.91,2025-05-02
85919460,364,37.59,2025-06-19
78740500,364,76.19,2025-04-12
67671904,364,159.84,2025-05-07
38721084,364,185.34,2025-06-11
94839454,364,162.57,2025-06-22
72050155,365,87.77,2024-08-14
28910898,365,70.84,2024-05-31
85869532,365,172.78,2024-01-12
13852086,365,28.84,2025-02-07
37653761,365,194.74,2024-09-09
71455280,365,149.22,2024-10-06
83768216,365,120.24,2024-02-11
13042699,366,140.69,2025-04-06
9434636,366,37.87,2025-06-04
64806131,366,193.0,2024-12-14
909342,366,153.69,2025-04-22
84064907,367,155.45,2025-06-18
30008796,367,77.34,2025-06-01
28574756,367,99.23,2025-06-12
54396626,367,42.71,2025-06-10
61328953,367,134.74,2025-06-16
48172676,367,162.59,2025-06-03
43301089,367,50.92,2025-06-22
4482473,367,53.21,2025-06-02
36622832,367,164.09,2025-06-23
90182239,367,152.96,2025-06-04
46240252,368,162.08,2025-04-23
18349849,368,53.65,2025-01-02
80272419,368,155.05,2024-12-28
95353174,368,119.07,2024-11-16
90280716,368,199.95,2024-11-26
16759886,368,151.02,2025-01-09
3816373,368,196.7,2025-06-02
78598044,368,92.58,2025-06-20
97973540,368,118.5,2025-04-19
44166071,369,169.45,2024-09-01
95046089,369,71.86,2025-02-01
44738286,369,134.69,2024-07-08
81983380,369,86.03,2024-09-25
79833884,369,63.93,2024-04-13
4796209,369,194.29,2024-04-01
53648188,369,27.1,2024-07-12
28997665,369,170.49,2024-11-26
52525871,370,101.88,2024-07-24
63937615,370,55.54,2024-10-09
33100100,370,100.28,2025-01-27
43169244,370,60.31,2025-05-29
31691691,370,72.16,2025-01-07
83652305,370,52.15,2024-12-09
53388257,370,50.12,2025-03-20
47972381,370,148.9,2024-07-06
30142657,370,119.93,2024-12-23
99607591,370,148.69,2025-04-26
7832717,371,81.8,2023-09-23
73530808,371,188.35,2024-01-09
2069095,371,55.77,2023-08-31
5985573,372,136.73,2024-01-07
6877705,372,192.82,2024-05-13
20093441,372,39.12,2025-03-27
91609491,372,190.37,2024-06-18
21923119,372,56.3,2025-06-16
43436062,372,20.1,2024-04-22
77572227,372,11.53,2024-02-23
56398549,372,156.52,2024-03-16
6077759,373,100.22,2024-09-07
80175687,373,114.95,2024-11-21
95535436,374,62.47,2025-02-20
97098818,374,88.21,2024-12-18
48227738,374,123.81,2025-06-02
81821766,374,57.72,2025-01-14
1045685,374,110.09,2024-11-05
46645740,374,31.5,2024-12-04
7902335,375,38.43,2025-02-03
23818911,375,62.0,2024-08-20
98956287,375,198.47,2024-07-12
9972263,375,151.12,2024-12-29
15063461,376,32.95,2025-02-08
11895271,376,105.42,2025-05-27
58366408,377,29.95,2025-03-21
42111960,377,106.04,2025-03-30
93209906,377,172.03,2025-02-05
28040211,377,183.53,2025-01-01
35168050,377,172.9,2024-11-21
16291109,377,103.47,2024-11-02
21285266,377,154.82,2025-03-12
71924756,377,76.78,2025-02-08
4213048,378,83.62,2024-03-20
15587814,378,45.18,2024-07-30
78071439,378,37.21,2024-07-20
37546006,379,104.85,2023-10-28
15422681,379,103.96,2023-08-23
17823580,379,150.16,2024-08-31
64680039,379,21.63,2025-04-16
78707092,379,137.1,2024-12-29
34560163,379,176.62,2024-06-20
70639734,379,66.17,2024-03-24
9517048,379,76.82,2023-09-18
27330316,380,183.37,2025-06-01
76156821,380,147.04,2025-04-29
15244427,380,152.97,2024-11-05
238195,381,134.29,2025-04-14
4624048,381,121.91,2025-03-07
51379949,381,135.62,2025-04-26
63011655,381,25.08,2025-05-07
89990626,382,17.17,2025-04-08
35256090,382,77.85,2025-02-04
31694076,382,139.11,2025-01-29
53363047,382,183.42,2025-05-01
64595199,382,166.07,2025-05-11
69786331,382,178.7,2025-05-22
33605012,382,22.52,2025-04-27
85470486,382,45.92,2025-02-20
88674429,382,13.06,2025-03-16
74118670,382,108.64,2025-06-22
62993985,383,96.26,2025-01-29
3365213,383,123.85,2025-03-15
88265541,383,86.18,2025-05-01
24670785,383,125.43,2025-04-23
33013151,383,75.54,2025-02-02
30839932,384,131.52,2025-02-20
72034495,384,142.28,2024-07-27
38445252,385,111.49,2024-10-27
16462031,385,11.13,2024-05-06
79909599,385,177.16,2025-03-17
99484836,385,48.68,2024-07-13
53874684,385,194.2,2024-11-18
82076008,385,151.29,2024-05-31
84519083,385,19.16,2024-10-15
68857598,385,141.41,2024-10-14
64976195,385,102.17,2024-08-16
22807502,385,116.84,2025-05-10
58845628,386,152.76,2025-05-04
2779222,386,133.12,2025-05-12
79150386,386,10.96,2025-05-22
5387084,386,19.05,2025-06-15
43288129,386,38.1,2025-05-29
40052760,386,191.92,2025-06-18
85094739,386,164.21,2025-06-23
82039441,386,58.49,2025-06-06
84695360,386,41.09,2025-05-19
22027431,386,18.65,2025-05-19
96180650,387,80.59,2024-08-11
15342345,387,79.4,2025-06-07
91226765,387,41.34,2024-12-16
46157233,388,146.09,2025-06-01
96306447,388,80.26,2025-04-30
40977554,388,25.14,2025-05-12
96489743,388,38.81,2025-05-30
84676587,388,111.27,2025-04-06
15883999,389,115.93,2025-04-16
63414353,389,41.03,2024-08-29
35008492,390,25.5,2024-11-03
13615517,390,21.3,2025-02-17
33858154,390,119.87,2025-01-29
99788425,391,56.95,2024-12-01
82306792,391,112.01,2024-11-27
23611682,392,175.66,2024-12-03
56433268,392,11.38,2025-02-18
19431353,392,121.74,2024-11-11
46983605,392,188.39,2025-05-26
83078780,393,116.43,2025-05-02
56039324,393,195.69,2025-04-11
50737402,393,179.71,2025-05-18
25264647,393,111.51,2025-04-06
14545446,393,157.07,2025-03-14
55891312,393,102.99,2025-04-30
7002653,393,195.85,2025-02-07
42939303,393,139.79,2025-05-26
10092256,393,184.28,2025-01-04
86311936,394,35.02,2024-11-18
75895418,394,194.3,2024-12-20
98004545,394,175.97,2025-04-05
14196276,395,110.47,2023-11-21
84881937,395,77.42,2024-10-24
51759707,395,144.24,2023-09-14
26466646,395,151.87,2025-04-12
32274196,395,64.0,2024-05-21
91180088,395,169.94,2024-08-27
84600506,395,166.4,2024-12-02
71766596,395,141.7,2025-01-15
11544810,396,136.22,2024-12-01
40550092,396,50.85,2025-01-28
17888237,396,157.88,2025-06-10
51726462,396,15.11,2025-05-19
97069517,396,116.85,2025-05-13
27517028,396,14.25,2024-11-30
88589994,396,83.63,2025-05-15
97009323,396,24.43,2025-03-09
24904957,396,84.9,2024-11-28
43595296,397,48.56,2024-11-25
23108697,397,111.16,2025-06-08
45583254,398,117.09,2025-05-02
11002067,398,150.38,2025-06-11
71584273,398,93.72,2025-05-20
51242966,398,119.84,2025-04-12
79084785,398,50.99,2025-02-04
38586113,399,188.81,2023-12-04
98824888,399,179.38,2025-06-19
91635300,399,145.34,2024-03-10
37098694,399,183.52,2025-02-19
84672713,399,130.81,2024-09-07
38169288,399,111.51,2025-06-23
29606849,399,49.06,2023-12-17
87640443,399,131.66,2024-09-28
15625406,399,94.16,2025-01-13
6102015,400,104.98,2024-08-07
73137570,401,155.13,2023-08-03
86718056,401,141.39,2024-12-04
25602546,401,111.05,2024-05-17
43456241,401,46.76,2024-02-22
70567602,401,80.84,2023-07-19
45783647,402,12.99,2024-10-07
68786750,402,183.33,2024-12-21
9197608,402,18.61,2024-11-21
73277733,402,81.34,2025-04-06
82395402,402,65.21,2024-10-02
65989765,402,195.08,2025-05-08
73343415,402,73.43,2024-09-30
56992526,402,160.87,2024-11-20
51689797,403,145.3,2025-04-26
3996206,403,116.33,2025-05-10
42626062,403,140.52,2025-01-12
63193780,403,127.85,2025-02-15
79966150,403,123.5,2025-06-09
80160675,403,65.82,2025-06-12
14130911,403,105.05,2025-02-06
5025537,404,20.95,2025-01-26
57223472,404,24.46,2023-10-01
35336998,404,57.01,2024-10-03
77245433,404,127.92,2024-10-13
44940239,404,67.49,2025-03-24
54355789,404,135.87,2023-11-27
62312683,404,40.45,2024-08-01
63202777,404,27.77,2025-06-10
48146816,404,108.48,2023-12-19
2157782,404,169.8,2024-02-26
68953813,405,142.12,2025-03-18
72510965,405,10.64,2025-02-17
84140411,405,26.69,2025-02-11
68027829,405,41.38,2024-11-30
74538654,405,15.2,2024-11-03
78138802,405,147.68,2024-10-15
43643028,405,183.56,2025-04-30
7804255,405,183.98,2025-04-02
89225197,405,67.36,2025-02-11
1849438,406,71.27,2024-12-25
51187979,406,171.33,2025-04-19
19507149,407,141.38,2025-04-27
6970519,407,52.64,2025-06-12
98452591,407,88.82,2025-03-14
42377039,407,177.55,2025-02-13
92692530,407,14.4,2025-06-07
81449782,407,10.24,2025-03-29
31380135,407,73.67,2025-04-15
13748050,407,122.28,2025-04-23
5945256,407,65.47,2025-06-15
57841634,407,107.57,2024-12-29
3351354,408,130.28,2025-06-12
99108277,408,146.42,2025-03-21
62572002,408,124.25,2024-07-25
22280584,408,128.46,2024-05-17
50425795,408,97.72,2024-07-06
48794405,408,158.61,2025-03-21
14069645,409,49.78,2025-06-05
47724335,409,37.95,2025-05-12
19085935,409,100.53,2025-05-23
37135713,409,78.0,2025-05-19
53787386,409,60.34,2025-06-14
51698791,409,195.71,2025-05-22
58929269,409,152.07,2025-06-09
31239724,409,33.11,2025-06-12
15473264,409,130.93,2025-05-23
58994293,410,165.54,2025-01-30
10485751,410,92.51,2025-03-25
50772600,410,99.77,2024-09-06
6263187,410,74.78,2024-09-07
97248818,410,101.88,2025-03-01
59288541,410,35.22,2025-05-13
1092830,410,175.47,2024-05-12
5716610,411,171.27,2024-11-27
11028375,412,142.12,2025-05-01
93792051,412,34.32,2025-02-27
66385192,412,27.74,2025-03-07
49141059,412,144.52,2025-01-10
52472771,412,177.51,2025-01-18
60121348,412,143.28,2025-05-17
70530968,413,35.6,2024-02-27
33186128,413,186.39,2023-12-06
27626418,413,27.55,2024-01-20
67737128,413,101.68,2025-05-27
46058129,413,148.29,2025-04-17
71553439,413,93.62,2025-02-20
25908996,413,84.04,2025-06-02
63601640,413,32.3,2025-03-07
97899463,413,142.99,2024-12-03
18910585,414,180.49,2025-01-16
55865559,414,40.85,2025-03-19
38355191,414,121.66,2025-02-28
10523272,414,83.43,2025-03-12
25432787,414,141.99,2025-06-16
28229312,415,183.79,2025-01-27
15059863,415,199.17,2025-05-22
21220383,415,56.19,2024-10-22
56565813,415,154.3,2024-08-26
28960771,415,117.1,2024-10-02
282439,416,128.6,2025-01-26
27415948,416,56.03,2024-11-12
7503658,416,119.02,2025-05-08
61635967,416,141.13,2024-10-01
68864517,416,33.54,2024-12-19
93509649,416,43.8,2025-05-25
46280257,416,22.86,2025-01-23
28535453,416,75.62,2025-05-23
4740119,416,47.59,2025-04-01
82426989,417,170.91,2024-07-11
25662144,417,178.41,2025-01-10
51775210,418,41.92,2024-11-06
77480607,418,62.5,2025-04-19
50708360,418,63.47,2024-07-14
43442579,418,71.68,2024-09-02
93608139,418,114.84,2025-02-02
96285563,418,123.44,2025-02-26
35817672,418,183.54,2025-06-05
92314134,418,128.39,2025-02-24
82112561,419,169.35,2024-04-05
2302244,419,16.94,2025-01-05
85343151,419,24.77,2024-12-19
61782960,420,89.39,2025-06-21
16428909,420,111.4,2025-01-21
24234491,421,114.21,2025-03-08
50659721,421,83.44,2025-06-17
47247032,421,183.69,2025-03-13
25789379,421,75.83,2025-04-18
38880123,421,74.78,2025-01-23
72779004,421,123.63,2024-09-22
67665312,422,135.65,2025-06-04
72197978,422,193.43,2025-06-14
43165533,422,160.49,2025-06-21
19785566,423,20.51,2025-02-12
53678497,423,190.06,2025-02-12
32993037,423,42.66,2025-03-12
29875195,423,22.02,2025-05-19
69132636,424,74.68,2025-03-08
18390881,424,91.45,2025-01-05
28328105,425,129.09,2024-12-15
13604202,425,79.5,2025-02-24
38565000,425,25.87,2025-04-27
3618686,425,35.74,2025-05-29
44239707,425,28.6,2024-12-28
410976,426,41.95,2025-05-15
33969007,426,41.95,2025-05-19
59386543,426,125.74,2025-01-12
228299,427,42.5,2025-05-30
20805343,427,96.17,2024-09-21
91000833,427,145.6,2024-02-13
7357081,427,90.17,2025-04-25
93258336,428,68.95,2025-02-01
60188070,428,105.02,2024-06-21
70682175,428,162.44,2025-04-05
46447826,428,107.79,2024-09-12
50922484,428,21.84,2024-09-21
45086770,428,136.14,2024-04-17
63865294,428,127.89,2024-06-07
5105855,428,40.36,2024-09-15
84420041,429,178.51,2025-05-26
3790215,429,193.96,2025-06-20
